x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.0,0.0,0.0,-0.2282850593328476,-0.5153159499168396,-0.1580158770084381,-0.3187497854232788,-1.0701888799667358,-0.2275057882070541,-0.3120541274547577,-1.490937113761902,-0.2714508175849914,-0.284077912569046,-1.8364607095718384,-0.286244124174118,0.0026401509530842,-1.2311893701553345,-0.1815528124570846,-0.4473137855529785,-0.9734628200531006,-0.3157312572002411,-0.4382623136043548,-0.764738917350769,-0.3558731079101562,-0.3037368655204773,-0.8038061857223511,-0.3752950429916382,0.1293457597494125,-0.9753658175468444,-0.178693026304245,-0.4008658230304718,-0.6627904176712036,-0.3106756210327148,-0.3449033796787262,-0.5202376842498779,-0.3099181950092315,-0.2039616107940673,-0.582918107509613,-0.3042676448822021,0.1880972683429718,-0.6655381917953491,-0.2001900225877761,-0.306582361459732,-0.3850693106651306,-0.3344996869564056,-0.2660917937755584,-0.2771864831447601,-0.2932701110839844,-0.1396529823541641,-0.3298089504241943,-0.2534354031085968,0.2003860175609588,-0.3475933670997619,-0.2390192747116089,-0.1857853978872299,-0.131464347243309,-0.3340573012828827,-0.1718447506427765,-0.0766187831759452,-0.3323907554149627,-0.0611819736659526,-0.1313013434410095,-0.3159600794315338,THUMBS_UP
0.0,0.0,0.0,-0.1467250883579254,-0.3915828764438629,-0.1101495549082756,-0.1532106548547744,-0.882556676864624,-0.1361884772777557,-0.1078869923949241,-1.2421019077301023,-0.1509156376123428,-0.0854820013046264,-1.5407594442367554,-0.1431497484445572,0.1840586811304092,-1.1191627979278564,-0.0575289987027645,-0.0020494097843766,-0.9942220449447632,-0.1856681257486343,-0.0936007648706436,-0.7689172029495239,-0.2609379291534424,-0.1190551742911338,-0.6480252146720886,-0.2908065319061279,0.3378775119781494,-0.9397819638252258,-0.0514664500951767,0.0868954509496688,-0.7158079743385315,-0.1572137475013733,-0.0121416896581649,-0.5364278554916382,-0.1881824880838394,-0.032704621553421,-0.4677028357982635,-0.1916710138320922,0.4299325048923492,-0.7014417052268982,-0.0686113834381103,0.1645141541957855,-0.4689065515995025,-0.1750248223543167,0.0667927637696266,-0.3470356166362762,-0.1662486940622329,0.0546865575015544,-0.3304554224014282,-0.1384936273097992,0.4762974381446838,-0.4494206011295318,-0.0990115031599998,0.2652097046375274,-0.288285493850708,-0.1665977388620376,0.1543216109275818,-0.2061085999011993,-0.1575388014316558,0.1251807361841201,-0.1996059417724609,-0.1294440776109695,THUMBS_UP
0.0,0.0,0.0,-0.1192196384072303,-0.4190101325511932,-0.1734316051006317,-0.0188221223652362,-1.0281343460083008,-0.2185857892036438,0.0991943851113319,-1.4695991277694702,-0.252980500459671,0.1195485368371009,-1.792353272438049,-0.2561309933662414,0.3154087960720062,-1.1237188577651978,-0.0204577576369047,0.4089336693286896,-1.1878058910369873,-0.2105570435523986,0.2462409734725952,-0.9102279543876648,-0.304222047328949,0.1539542376995086,-0.7785361409187317,-0.340141087770462,0.4627358913421631,-0.8864319324493408,-0.0106736849993467,0.5246604681015015,-0.902902364730835,-0.223325565457344,0.2748057544231415,-0.6274869441986084,-0.2733262181282043,0.2000901401042938,-0.5740506649017334,-0.2556439936161041,0.553930401802063,-0.6140412092208862,-0.0430009588599205,0.5836270451545715,-0.584296703338623,-0.268656849861145,0.3215855658054352,-0.3834916353225708,-0.2350635677576065,0.249889999628067,-0.37726029753685,-0.1537776291370391,0.6086079478263855,-0.3416833877563476,-0.0892513319849968,0.6308152675628662,-0.332689106464386,-0.2251443266868591,0.4232243001461029,-0.2078421711921692,-0.1879883855581283,0.3523780107498169,-0.2085596621036529,-0.124140977859497,THUMBS_UP
0.0,0.0,0.0,-0.1237032115459442,-0.4419030845165252,-0.1201431602239608,-0.0197127107530832,-1.061562180519104,-0.1552510410547256,0.1077336892485618,-1.5036531686782837,-0.1943653970956802,0.1498861908912658,-1.841064453125,-0.2096763998270034,0.3209379017353058,-1.1210873126983645,0.0025792876258492,0.4872969686985016,-1.340666890144348,-0.1749932765960693,0.3146464228630066,-1.0518370866775513,-0.2641909420490265,0.1874475181102752,-0.8390458822250366,-0.2902765274047851,0.4521473348140716,-0.8919302225112915,-0.0048338696360588,0.5894836187362671,-1.0445058345794678,-0.1848228126764297,0.3369939029216766,-0.7353209257125854,-0.2165200859308242,0.2236982136964798,-0.5958307981491089,-0.1892111599445343,0.542574405670166,-0.6352676749229431,-0.0483829863369464,0.6657747626304626,-0.7599277496337891,-0.2460132837295532,0.3965198993682861,-0.4916737079620361,-0.1931412518024444,0.2685727179050445,-0.3681373596191406,-0.0994539037346839,0.6052919030189514,-0.3673636317253113,-0.1001685410737991,0.719793975353241,-0.4998900592327118,-0.2181352823972702,0.5076289772987366,-0.3341215848922729,-0.1598348170518875,0.3879296779632568,-0.2534867823123932,-0.0805904790759086,THUMBS_UP
0.0,0.0,0.0,-0.1107207313179969,-0.4623143672943115,-0.1153936386108398,-0.0007821411709301,-1.0655596256256104,-0.1464914232492447,0.1261116117238998,-1.4939186573028564,-0.1848051995038986,0.1541215181350708,-1.8232961893081665,-0.199259951710701,0.3416670262813568,-1.1214494705200195,0.0214609242975711,0.4908440113067627,-1.3355698585510254,-0.160694882273674,0.2913638949394226,-1.065797209739685,-0.2526311874389648,0.1640291363000869,-0.8608708381652832,-0.2801207602024078,0.4724659025669098,-0.8813188672065735,0.007285232655704,0.585908055305481,-1.042405366897583,-0.1796379387378692,0.3140686750411987,-0.7411026358604431,-0.2124940454959869,0.2132628411054611,-0.5907044410705566,-0.1836058944463729,0.5629053115844727,-0.6178866624832153,-0.045438315719366,0.669886589050293,-0.7677751183509827,-0.2477594465017318,0.3807377815246582,-0.510172426700592,-0.1927566230297088,0.2632855176925659,-0.3778121769428253,-0.0959453135728836,0.6278697848320007,-0.3406556248664856,-0.1069872379302978,0.7192716002464294,-0.4965334236621856,-0.2239788025617599,0.4919799566268921,-0.3451369702816009,-0.16350819170475,0.382586658000946,-0.2524654269218445,-0.0823001861572265,THUMBS_UP
0.0,0.0,0.0,-0.1134247779846191,-0.3805437088012695,-0.1355621814727783,-0.042400125414133,-0.8953238725662231,-0.178524762392044,0.0592657551169395,-1.2588047981262207,-0.2078173011541366,0.1024174317717552,-1.5666276216506958,-0.2116979658603668,0.3589642345905304,-1.047579646110535,-0.03914500400424,0.1948738545179367,-1.0697108507156372,-0.1913600116968155,0.055911973118782,-0.8316367268562317,-0.286220371723175,0.0095034278929233,-0.6856221556663513,-0.3318909108638763,0.4968634843826294,-0.867207407951355,-0.032832708209753,0.262994647026062,-0.8289700150489807,-0.1608581393957138,0.105804868042469,-0.6092280149459839,-0.1965741068124771,0.1050247028470039,-0.5219476222991943,-0.1989886164665222,0.5603135228157043,-0.6100674271583557,-0.0580478049814701,0.3200804889202118,-0.5372176766395569,-0.1883490532636642,0.1671199649572372,-0.3951109647750854,-0.1638728976249694,0.1824643611907959,-0.3686518371105194,-0.1235985308885574,0.5833145380020142,-0.3391103148460388,-0.0996407344937324,0.3716016113758087,-0.2805344760417938,-0.1814593523740768,0.2285879999399185,-0.1991542875766754,-0.1641030460596084,0.2301440984010696,-0.1913897097110748,-0.1314099133014679,THUMBS_UP
0.0,0.0,0.0,-0.1854098439216613,-0.5844457745552063,-0.1594095826148986,-0.2363738566637039,-1.1786398887634275,-0.2294953465461731,-0.206421747803688,-1.6083486080169678,-0.2744637727737427,-0.1505118757486343,-1.9588217735290527,-0.2916806042194366,0.0923615545034408,-1.2776507139205933,-0.1637590527534485,-0.3970111608505249,-1.0965042114257812,-0.3098455667495727,-0.377346009016037,-0.9592556357383728,-0.3860224485397339,-0.2307995557785034,-0.995900332927704,-0.4303096532821655,0.1872300505638122,-0.969198763370514,-0.1599957793951034,-0.3802503645420074,-0.7738457918167114,-0.2830581963062286,-0.3107673227787018,-0.7111601829528809,-0.3044868409633636,-0.1610475927591323,-0.780601441860199,-0.3200054168701172,0.2130867689847946,-0.6227961182594299,-0.1825186610221862,-0.3225686252117157,-0.4771538078784942,-0.3138101100921631,-0.2533335983753204,-0.4398628175258636,-0.2886561751365661,-0.1093728020787239,-0.4852615296840668,-0.2590269744396209,0.1881266683340072,-0.2734875082969665,-0.2224920839071273,-0.2345373779535293,-0.156632512807846,-0.3270133137702942,-0.1844865083694458,-0.1602333188056945,-0.3373672366142273,-0.0429434962570667,-0.2146985381841659,-0.3267927765846252,THUMBS_UP
0.0,0.0,0.0,-0.1088042557239532,-0.5221650004386902,0.0226383358240127,-0.3254105746746063,-0.9924062490463256,-0.0141741018742322,-0.4957394301891327,-1.3585933446884155,-0.0615748837590217,-0.5580173134803772,-1.685215950012207,-0.1103705689311027,-0.4414178431034088,-1.1297316551208496,-0.126212790608406,-0.9187259674072266,-1.007790446281433,-0.2247071266174316,-0.8256884813308716,-0.8703618049621582,-0.2522013187408447,-0.6815817356109619,-0.856306254863739,-0.2590751349925995,-0.4560759961605072,-0.869645357131958,-0.1889756172895431,-0.9436070322990416,-0.6936236023902893,-0.2698826193809509,-0.8191299438476562,-0.592544436454773,-0.2528371810913086,-0.6717635989189148,-0.5956560969352722,-0.248894602060318,-0.4798624813556671,-0.561143696308136,-0.2486659437417984,-0.9109968543052672,-0.4083194136619568,-0.329081267118454,-0.7935577034950256,-0.3197094798088074,-0.2721961140632629,-0.6527117490768433,-0.3291778862476349,-0.236570656299591,-0.5153839588165283,-0.2387474030256271,-0.3041573166847229,-0.8746821880340576,-0.1610192209482193,-0.3686792552471161,-0.7886258959770203,-0.0939966812729835,-0.3340616822242737,-0.6706937551498413,-0.0890552103519439,-0.3005625307559967,THUMBS_UP
0.0,0.0,0.0,-0.1433249413967132,-0.5095706582069397,0.0644480362534523,-0.3782489597797394,-0.9226223826408386,0.0686880201101303,-0.6116582155227661,-1.2013636827468872,0.0576856695115566,-0.7587422132492065,-1.4075554609298706,0.040018755942583,-0.6165611743927002,-0.9803052544593812,-0.0500037707388401,-0.9774320125579834,-0.8585089445114136,-0.0586136989295482,-0.9546679258346558,-0.7031276226043701,-0.0379133448004722,-0.8715298771858215,-0.6404861211776733,-0.0229677185416221,-0.6535441875457764,-0.7495667338371277,-0.105022132396698,-0.9885916709899902,-0.5268459320068359,-0.0952398627996444,-0.9130422472953796,-0.4161306023597717,-0.0625174716114997,-0.7960739731788635,-0.419547975063324,-0.0576766207814216,-0.6711744070053101,-0.464385986328125,-0.1468211859464645,-0.9634074568748474,-0.269591748714447,-0.1330533027648925,-0.8696923851966858,-0.1875939220190048,-0.0740772932767868,-0.7492572665214539,-0.201267585158348,-0.0563338249921798,-0.6718186736106873,-0.1505157500505447,-0.1829569637775421,-0.9222222566604614,-0.0324308574199676,-0.182284265756607,-0.857923686504364,0.0323943011462688,-0.1318921595811844,-0.7677320241928101,0.034705776721239,-0.0962077751755714,THUMBS_UP
0.0,0.0,0.0,-0.1712173223495483,-0.5283721089363098,0.0289278421550989,-0.4336547553539276,-0.9717572927474976,0.009158088825643,-0.6633458733558655,-1.315175175666809,-0.0253647919744253,-0.7744061946868896,-1.6339236497879028,-0.0645948350429534,-0.6685687303543091,-0.9618032574653624,-0.0559319555759429,-1.0298248529434204,-0.867648184299469,-0.1003050357103347,-0.9665765762329102,-0.7023002505302429,-0.1184722259640693,-0.8429818153381348,-0.637649655342102,-0.1257982850074768,-0.7104958891868591,-0.6967502236366272,-0.0986647307872772,-1.0168722867965698,-0.4982457458972931,-0.1071449816226959,-0.927176833152771,-0.3742117881774902,-0.0957020744681358,-0.8042749166488647,-0.3840953111648559,-0.1052850931882858,-0.7314621806144714,-0.384154349565506,-0.1365967392921447,-0.981486976146698,-0.2201751470565796,-0.1404212713241577,-0.8928195834159851,-0.1352798640727996,-0.0950435847043991,-0.7735896706581116,-0.1490964889526367,-0.082091175019741,-0.7392933368682861,-0.0591029524803161,-0.1712984293699264,-0.9663863182067872,0.0455974712967872,-0.1668938994407653,-0.9169266819953918,0.1118228286504745,-0.1161136776208877,-0.8435319066047668,0.1187071725726127,-0.0809814408421516,THUMBS_UP
